,Station,Latitude,Longitude
484,Bosworth Ave & Howard St,42.019537,-87.669563
485,Wabash Ave & Cermak Rd,41.852619,-87.626488
486,Dearborn St & Van Buren St,41.876267999999996,-87.62915500000001
487,MLK Jr Dr & 63rd St,41.780080637,-87.61594285700001
488,Damen Ave & Melrose Ave,41.9406,-87.6785
489,Clinton St & Lake St,41.885637,-87.641823
490,MLK Jr Dr & 47th St,41.809851,-87.616279
491,Eberhart Ave & 61st St,41.784141693,-87.61330783
492,Clark St & Lunt Ave,42.009011181,-87.674111724
493,Calumet Ave & 33rd St,41.8349,-87.61793
494,Paulina St & Howard St,42.019159,-87.673573
495,McClurg Ct & Erie St,41.894503,-87.61785400000001
496,Morgan St & 31st St,41.8378,-87.65114
497,Laramie Ave & Gladys Ave,41.875806,-87.755285
498,California Ave & 29th St,41.840222,-87.694129
499,Racine Ave & 61st St,41.783189,-87.654372
500,Commercial Ave & 83rd St,41.744615,-87.551208
501,Honore St & Division St,41.903119000000004,-87.673935
502,Kedzie Ave & Harrison St,41.873599675,-87.704870749
503,Ogden Ave & Roosevelt Rd,41.866501483,-87.68469707
504,Evanston Civic Center,42.057044,-87.686554
505,Broadway & Sheridan Rd,41.952833,-87.64999300000001
506,Kedzie Ave & Roosevelt Rd,41.866492781999995,-87.706496176
507,Washtenaw Ave & Ogden Ave,41.861930493,-87.693450451
508,Sacramento Blvd & Polk St,41.870959,-87.700259
509,Broadway & Berwyn Ave,41.978353000000006,-87.65975300000001
510,Ashland Ave & Division St,41.90345,-87.66774699999999
511,Central Park Ave & Ogden Ave,41.854063504,-87.715117335
512,Larrabee St & Kingsbury St,41.897764,-87.642884
513,Sheridan Rd & Lawrence Ave,41.969516999999996,-87.654691
514,Ashland Ave & 63rd St,41.779374,-87.664843
515,State St & Randolph St,41.884621073000005,-87.62783423100001
516,Ashland Ave & 78th St,41.752204849,-87.663699389
517,Malcolm X College Vaccination Site,41.877618,-87.673895
518,63rd St Beach,41.780910964,-87.576323748
519,Clinton St & Polk St,41.871466518000005,-87.64094913299999
520,Kedzie Ave & 24th St,41.848190945,-87.705413746
521,Millard Ave & 26th St,41.844531125,-87.715921998
522,Albany Ave & 26th St,41.844475014000004,-87.702013013
523,California Ave & 26th St,41.843679915,-87.694968581
524,Western & 28th - Velasquez Institute Vaccination Site,41.841517708000005,-87.68513144100001
525,Glenwood Ave & Morse Ave,42.007971923,-87.665502394
526,Warren Park East,42.004549622,-87.680666145
527,Clark St & Columbia Ave,42.004450629000004,-87.672402405
528,Sheridan Rd & Loyola Ave,42.00104378,-87.66119824299999
529,Clark St & Schreiber Ave,41.999251822,-87.671377339
530,Western Ave & Gunnison St,41.969659,-87.68955
531,Maplewood Ave & Peterson Ave,41.990236029,-87.69336964
532,Clark St & Elmdale Ave,41.990860448,-87.66972363
533,Broadway & Thorndale Ave,41.989742510999996,-87.66014062100001
534,Clark St & Berwyn Ave,41.978030622,-87.66856491600001
535,Broadway & Ridge Ave,41.984044611,-87.66027382899999
536,Monticello Ave & Irving Park Rd,41.954004839,-87.71912818
537,Damen Ave & Foster Ave,41.975614805,-87.679459039
538,Ridge Blvd & Touhy Ave,42.012132277,-87.682912644
539,Western Ave & Lunt Ave,42.008594396999996,-87.690492239
540,Budlong Woods Library,41.983664709,-87.696422561
541,California Ave & 23rd Pl,41.849109692,-87.695139807
542,St. Louis Ave & Balmoral Ave,41.980394235,-87.716114961
543,Francisco Ave & Foster Ave,41.975632725,-87.70141943899999
544,Christiana Ave & Lawrence Ave,41.968354494,-87.711830667
545,Stewart Ave & 63rd St,41.779835,-87.634774
546,Rockwell St & Eastwood Ave,41.96590014,-87.693638494
547,Drake Ave & Montrose Ave,41.961154076,-87.71656907299999
548,Campbell Ave & Montrose Ave,41.961525933000004,-87.691165041
549,Oakley Ave & Irving Park Rd,41.954340852,-87.686079624
550,California Ave & Byron St,41.952162193,-87.69805111299999
551,Lincoln Ave & Winona St,41.974911297,-87.69250255899999
552,Dearborn St & Monroe St,41.881319815,-87.629520919
553,Kedzie Ave & Leland Ave,41.966686362,-87.708051981
554,Sedgwick St & Schiller St,41.907626,-87.638566
555,DuSable Lake Shore Dr & Belmont Ave,41.940775,-87.63919200000001
556,Peoria St & Jackson Blvd,41.877641596,-87.649617791
557,Troy St & Elston Ave,41.945243568,-87.706649901
558,Sheridan Rd & Noyes St (NU),42.058239,-87.677432
559,Talman Ave & Addison St,41.946635831,-87.69461475799999
560,Kedzie Ave & Bryn Mawr Ave,41.982229759,-87.708886564
561,Keystone Ave & Montrose Ave,41.961108016,-87.728970101
562,California Ave & Fletcher St,41.938428791,-87.69800775600001
563,Kosciuszko Park,41.930585371,-87.723777364
564,Mies van der Rohe Way & Chicago Ave,41.896944626,-87.62175768600001
565,Central Park Ave & Elbridge Ave,41.935337283,-87.716889294
566,St. Louis Ave & Fullerton Ave,41.924815597,-87.71449506299999
567,Campbell Ave & Fullerton Ave,41.924632472,-87.689307006
568,Winchester Ave & Elston Ave,41.92409085,-87.676460075
569,Spaulding Ave & Armitage Ave,41.917108035,-87.710220963
570,Southport Ave & Roscoe St,41.943739,-87.66402
571,Humboldt Blvd & Armitage Ave,41.917513394000004,-87.701808955
572,Washtenaw Ave & Peterson Ave,41.99066,-87.697075
573,Central Park Ave & North Ave,41.909656876,-87.71663195200001
574,Troy St & North Ave,41.909769302,-87.70528048700001
575,Spaulding Ave & Division St,41.902706594,-87.709219571
576,Albany Ave & Bloomingdale Ave,41.914026713,-87.70512646200001
577,Eastlake Ter & Rogers Ave,42.020887281,-87.665057927
578,Ogden Ave & Chicago Ave,41.896362458,-87.654061273
579,Damen Ave & 59th St,41.785861065,-87.67414391
580,Clinton St & Roosevelt Rd,41.867117783000005,-87.64108795899999
581,Lincoln Ave & Balmoral Ave,41.979461,-87.693013
582,Elston Ave & Cortland St,41.916433429,-87.666746378
583,Milwaukee Ave & Fullerton Ave,41.924690999999996,-87.70055
584,Kilbourn Ave & Milwaukee Ave,41.947070894,-87.740008235
585,Dayton St & North Ave,41.910578035,-87.649421929
586,McCormick Place,41.851375173,-87.618834649
587,Clark St & Lincoln Ave,41.915689,-87.6346
588,Dodge Ave & Main St,42.034631852,-87.69918769600001
589,MLK Jr Dr & 83rd St,41.743116,-87.6148
590,Clark St & Ida B Wells Dr,41.875932666,-87.630584536
591,Evans Ave & 75th St,41.75849,-87.60641
592,Richmond St & Diversey Ave,41.931901969,-87.70119513
593,Desplaines St & Kinzie St,41.888716036,-87.64444785299999
594,Aberdeen St & Randolph St,41.884114000000004,-87.654264
595,Kedzie Ave & 21st St,41.853533632,-87.705073032
596,Elizabeth St & 59th St,41.78969688,-87.654697895
597,Sheffield Ave & Fullerton Ave,41.925601881999995,-87.653708042
598,Torrence Ave & 106th St,41.70280085,-87.559726238
599,Lincoln Park Conservatory,41.923931311,-87.635824531
600,Halsted St & 73rd St,41.761605438000004,-87.64416097700001
601,Clinton St & Jackson Blvd,41.878316612,-87.640981078
602,Halsted St & 78th St,41.752487011999996,-87.64390215700001
603,Eberhart Ave & 91st St,41.729285157,-87.61103153200001
604,Damen Ave & Pierce Ave,41.909396007,-87.67769192899999
605,East End Ave & 87th St,41.736815214,-87.582801282
606,Loomis Blvd & 84th St,41.741486529,-87.65841007200001
607,Elizabeth St & 92nd St,41.726798964000004,-87.654290199
608,Eggleston Ave & 92nd St,41.727575659,-87.634828091
609,Marquette Ave & 89th St,41.733668791,-87.55834221799999
610,Baltimore Ave & 87th St,41.7373356,-87.548514605
611,Houston Ave & 92nd St,41.728204215,-87.549700141
612,Summit Ave & 86th St,41.737848477,-87.64489978600001
613,Indiana Ave & 103rd St,41.707170271,-87.61847198
614,Dauphin Ave & 103rd St,41.707250368000004,-87.607662678
615,Maplewood Ave & 59th St,41.7863375,-87.68743509999999
616,Ashland Ave & 74th St,41.759236024,-87.663474083
617,Clyde Ave & 87th St,41.737151464,-87.57274031600001
618,Michigan Ave & 114th St,41.687014795,-87.621052265
619,Wentworth Ave & 104th St,41.705307997,-87.629216909
620,Major Taylor Trail & 115th St,41.684931595,-87.645288706
621,State St & 123rd St,41.670643837,-87.622586489
622,Major Taylor Trail & 124th St,41.668696353,-87.63711333299999
623,Eberhart Ave & 131st St,41.658413151,-87.610710897
624,Big Marsh Park,41.685877056,-87.573823929
625,Ewing Ave & Burnham Greenway,41.712748761,-87.534813881
626,Avenue O & 118th St,41.681001459,-87.53793122299999
627,Torrence Ave & 126th Pl,41.666312008,-87.55721569100001
628,Franklin St & Illinois St,41.89102331,-87.635479867
629,Rockwell St & 63rd St,41.7787905,-87.68858940000001
630,Canal St & Monroe St,41.88169,-87.63953000000001
631,Lawndale Ave & 16th St,41.8591606,-87.7176965
632,McClurg Ct & Ohio St,41.89259212,-87.617289126
633,Vincennes Ave & 104th St,41.704925565,-87.65686811
634,DuSable Lake Shore Dr & Wellington Ave,41.936688449,-87.63682901899999
635,Morgan St & Lake St,41.885779252,-87.65102461
636,Burnham Greenway & 105th St,41.704575086999995,-87.52823174
637,Halsted St & 111th St,41.692262555999996,-87.642611861
638,Commercial Ave & 130th St,41.659150428000004,-87.550762296
639,Hale Ave & 107th St,41.699206168,-87.66891896700001
640,DuSable Lake Shore Dr & Monroe St,41.880958,-87.616743
641,Manor Ave & Leland Ave,41.965875,-87.700825
642,Burnham Greenway & 112th St,41.691773851,-87.530431151
643,Michigan Ave & Madison St,41.882134,-87.625125
644,Lakeview Ave & Fullerton Pkwy,41.925858000000005,-87.638973
645,Leavitt St & Archer Ave,41.82879202,-87.680604459
646,Desplaines St & Randolph St,41.88461619,-87.644570585
647,Walden Pkwy & 100th St,41.712164104,-87.667733431
648,Cicero Ave & Grace St,41.949729999999995,-87.7469526
649,State St & Chicago Ave,41.8966172,-87.62857854399999
650,Cicero Ave & Lake St,41.886841,-87.745261
651,Komensky Ave & 31st St,41.836708,-87.72564100000001
652,Financial Pl & Ida B Wells Dr,41.875023628,-87.63309404299999
653,Michigan Ave & 71st St,41.765285999999996,-87.621748
654,Clark St & Wellington Ave,41.936496821999995,-87.64753865799999
655,Southport Ave & Belmont Ave,41.93947775,-87.663747668
656,Franklin St & Monroe St,41.880317,-87.63518499999999
657,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912
658,Glenwood Ave & Touhy Ave,42.012701,-87.66605799999999
659,Dodge Ave & Church St,42.048308,-87.698224
660,Field Museum,41.865312,-87.617867
661,Michigan Ave & 18th St,41.857813,-87.62455
662,Paulina Ave & North Ave,41.909854652,-87.66993016
663,Burling St & Diversey Pkwy,41.93314,-87.64775999999999
664,Rush St & Superior St,41.895764746,-87.62590803299999
665,Richmond St & 59th St,41.7865155,-87.6973314
666,Tripp Ave & 15th St,41.860777,-87.7313639
667,Broadway & Granville Ave,41.994779688,-87.660284535
668,Rockwell St & Archer Ave,41.823324,-87.689685
669,Spaulding Ave & 16th St,41.85892,-87.707963
670,Sacramento Ave & 25th St,41.846506,-87.70013900000001
671,Long Ave & Belden Ave,41.9227049,-87.760954
672,Hampden Ct & Diversey Ave,41.9325593,-87.64238470000001
673,Damen Ave & Wabansia Ave,41.9122813,-87.67732109999999
674,Kedzie Ave & 104th St,41.703776399999995,-87.70139520000001
675,Wells St & Elm St,41.903222,-87.63432399999999
676,Ravenswood Ave & Berteau Ave,41.957921,-87.673567
677,Shore Dr & 55th St,41.795212,-87.580715
678,Clark St & Armitage Ave,41.918306,-87.636282
679,Fullerton & Monitor,41.9237918,-87.7723116
680,Homan Ave & Fillmore St,41.868114,-87.7109257
681,Mayfield & Roosevelt Rd,41.8658158,-87.7717805
682,Kilpatrick Ave & Parker Ave,41.930735999999996,-87.74408199999999
683,Long Ave & Belmont Ave,41.9383071,-87.761663
684,Meade Ave & Diversey Ave,41.9309018,-87.7784686
685,Kostner Ave & Lake St,41.885928,-87.73541
686,Parkside Ave & Armitage Ave,41.9169054,-87.7671806
687,Mason Ave & Belmont Ave,41.9381419,-87.7749283
688,Central Ave & Parker Ave,41.9301785,-87.7661217
689,Keeler Ave & Roosevelt Rd,41.866402,-87.7300171
690,Mulligan Ave & Wellington Ave,41.9347409,-87.7844017
691,Kostner Ave & Wrightwood Ave,41.9279399,-87.7359921
692,Meade Ave & Addison St,41.9459174,-87.7788824
693,Lockwood Ave & Wrightwood Ave,41.9278148,-87.7583757
694,Lamon Ave & Armitage Ave,41.9166701,-87.7494873
695,Narragansett Ave & School St,41.940128,-87.7864806
696,Central Ave & Roscoe St,41.942258,-87.76693309999999
697,Sacramento Blvd & Addison St,41.946090000000005,-87.702988
698,Hoyne Ave & 47th St,41.808227,-87.67718
699,Plainfield & Irving Park,41.9524413,-87.8343105
700,Long & Irving Park,41.953038,-87.7621632
701,Kilbourn & Roscoe,41.9427319,-87.73953320000001
702,Western Ave & Fillmore St,41.868563,-87.686234
703,State St & 54th St,41.796642,-87.625923
704,Dauphin Ave & 87th St,41.736559023000005,-87.60125756299999
705,Racine Ave & Washington Blvd,41.883072999999996,-87.656952
706,Sayre & Diversey,41.931008399999996,-87.80106459999999
707,Central Park Ave & Ohio St,41.8918718,-87.7163879
708,Narragansett & Irving Park,41.952614000000004,-87.7853829
709,Roscoe & Harlem,41.9416062,-87.8072964
710,Oketo Ave & Addison St,41.9449659,-87.8118989
711,Kilbourn & Belden,41.922352000000004,-87.739024
712,State St & 79th St,41.750794,-87.624424
713,Leamington Ave & Hirsch St,41.905840500000004,-87.75486020000001
714,Shabbona Park,41.9439881,-87.7993183
715,Panama Ave & Grace St,41.9476665,-87.829258
716,Harlem & Irving Park,41.9532568,-87.8071434
717,Narragansett & Wrightwood,41.927294,-87.7852027
718,Kenosha & Wellington,41.934442100000005,-87.73377990000002
719,Nordica & Medill,41.922278000000006,-87.8020357
720,Kildare & Cermak,41.851478,-87.7311301
721,Narragansett & McLean,41.915893100000005,-87.78511040000001
722,Millennium Park,41.8810317,-87.62408432
723,Western Ave & 62nd St,41.780985,-87.6834204
724,Clinton St & Madison St,41.882242,-87.64106600000001
725,Lamon Ave & Chicago Ave,41.8952,-87.748223
726,Monticello Ave & Chicago Ave,41.8952089,-87.7174329
727,Emerald Ave & 31st St,41.838198,-87.645143
728,Ritchie Ct & Banks St,41.906866,-87.62621700000001
729,Kildare Ave & Chicago Ave,41.8954359,-87.73357259999999
730,Racine Ave & Randolph St,41.884069000000004,-87.656853
731,Long Ave & North Ave,41.909212,-87.760999
732,Lavergne Ave & Division St,41.902133500000005,-87.7509517
733,Kildare Ave & Division St,41.902393,-87.733598
734,California Ave & 36th St,41.828230100000006,-87.6945422
735,Hoyne Ave & 34th St,41.8320245,-87.6778387
736,Sacramento Ave & Pershing Rd,41.8222791,-87.6996576
737,State St & Kinzie St,41.889187,-87.62775400000001
738,Archer Ave & 43rd St,41.81549129999999,-87.7024412
739,Jeffery Blvd & 71st St,41.766638236999995,-87.576450114
740,Ada St & Washington Blvd,41.88283,-87.661206
741,Green St & Randolph St,41.883181306,-87.64872461600001
742,Milwaukee Ave & Grand Ave,41.891578,-87.648384
743,Kildare Ave & 47th St,41.807526,-87.7308406
744,Tripp Ave & 65th St,41.774916299999994,-87.728841
745,Komensky Ave & 55th St,41.793279,-87.724189
746,Artesian Ave & 55th St,41.7940135,-87.685807
747,Kingsbury St & Kinzie St,41.889176833,-87.638505772
748,Broadway & Barry Ave,41.937582316,-87.644097805
749,Homan Ave & 65th St,41.77446,-87.710238
750,Damen Ave & 33rd St,41.834108,-87.67559
751,Hamlin Ave & 62nd Pl,41.779953000000006,-87.71782209999999
752,Kilpatrick Ave & Grand Ave,41.912777899999995,-87.7436434
753,Spaulding Ave & 63rd St,41.779165500000005,-87.7056392
754,Central Park & Augusta Blvd,41.898910799999996,-87.7164901
755,Halsted St & Dickens Ave,41.919936,-87.64883
756,Kedzie Ave & 57th St,41.789944,-87.703233
757,Springfield Ave & 47th St,41.8080713,-87.7212202
758,Campbell Ave & 51st St,41.8009585,-87.6867556
759,Fairfield Ave & 44th St,41.813617,-87.6932272
760,Lincoln Ave & Peterson Ave,41.990247,-87.70858
761,Francisco Ave & Hollywood Ave,41.984746,-87.701593
762,Francisco Ave & Montrose Ave,41.961096999999995,-87.702166
763,Desplaines St & Jackson Blvd,41.878118901,-87.64394760100001
764,Pulaski Rd & 60th St,41.784186,-87.722564
765,Pulaski Rd & 51st St,41.800434,-87.7247496
766,St Louis Ave & 59th St,41.785987,-87.71056159999999
767,Wabash Ave & 83rd St,41.743316,-87.622849
768,Pulaski & Ann Lurie Pl,41.8162761,-87.72460579999999
769,Kostner Ave & 63rd St,41.778746999999996,-87.732463
770,Lavergne Ave & 46th St,41.80934,-87.74783120000001
771,Kenneth Ave & 50th St,41.8023156,-87.7344142
772,Kildare Ave & 55th St,41.793357,-87.730598
773,Michigan Ave & Oak St,41.90096039,-87.62377664
774,Mies van der Rohe Way & Chestnut St,41.898586651,-87.621915226
775,Lincolnwood Dr & Central St,42.064854,-87.71529699999999
776,Halsted St & Clybourn Ave,41.909667999999996,-87.648128
777,Washtenaw Ave & Polk St,41.871102799999996,-87.693683
778,Western Ave & Lake St,41.884606,-87.68585300000001
779,California Ave & Winona St,41.974712,-87.697852
780,Rockwell St & Cermak Rd,41.851644,-87.690621
781,Richmond St & Lincoln Ave,41.988281,-87.703034
782,N Shore Channel Trail & Argyle St,41.972177,-87.702749
783,Sacramento Blvd & Fulton Ave,41.886528000000006,-87.70167
784,Clark St & Chicago Ave,41.89675,-87.63089000000001
785,Kimball Ave & Belmont Ave,41.939398,-87.711561
786,Rush St & Cedar St,41.902308700999995,-87.62769052799999
787,Broadway & Belmont Ave,41.940106,-87.645451
788,Halsted St & 21st St,41.853779811,-87.646602988
789,Menard Ave & North Ave,41.909716700000004,-87.7702037
790,Austin Blvd & Lake St,41.888059606999995,-87.774265409
791,Augusta Blvd & Laramie Ave,41.8986607,-87.75545509999999
792,Elston Ave & George St,41.934003000000004,-87.690823
793,California & 16th St,41.859228,-87.695562
794,Daley Center Plaza,41.884240999999996,-87.629634
795,Kedzie Ave & George St,41.933886,-87.707262
796,Western Ave & Grace St,41.948759,-87.688466
797,Francisco Ave & Bloomingdale Ave,41.913959000000006,-87.699368
798,LaSalle Dr & Huron St,41.894877,-87.632326
799,Campbell Ave & Irving Park Rd,41.954209999999996,-87.690957
800,Francisco Ave & 47th St,41.8084245,-87.696619
801,Albany Ave & Douglas Blvd,41.861909999999995,-87.703113
802,California Ave & Berteau Ave,41.957573,-87.69783000000001
803,Elston Ave & Henderson St,41.941499,-87.701051
804,Western Ave & Ardmore Ave,41.9867636,-87.6898796
805,South Chicago Ave & 83rd St,41.743921,-87.575225
806,Halsted St & 18th St,41.85750568,-87.645991445
807,LaSalle St & Washington St,41.882664,-87.63253
808,Green St & Madison St,41.881892,-87.64878900000001
809,State St & 76th St,41.756971,-87.62462099999999
810,Stewart Ave & 83rd St,41.743717,-87.634088
811,Sawyer Ave & Irving Park Rd,41.953586179,-87.7093108
812,Field Blvd & South Water St,41.886349063000004,-87.61751654700001
813,Constance Ave & 95th St,41.722290741,-87.578968406
814,Oglesby Ave & 100th St,41.713397484,-87.565841675
815,Cottage Grove Ave & 111th Pl,41.691709758,-87.610001564
816,Vernon Ave & 107th St,41.700121379,-87.61225998399999
817,Halsted St & 96th St,41.719712184,-87.643019557
818,Greenwood Ave & 91st St,41.728264268000004,-87.59729862200001
819,Greenwood Ave & 97th St,41.718703155,-87.597035766
820,Avenue O & 134th St,41.651867802,-87.539671361
821,Knox Ave & Montrose Ave,41.960631,-87.745359
822,Homewood Ave & 115th St,41.684595072,-87.67070800100001
823,Halsted St & 104th St,41.705139789,-87.64242410700001
824,Western Ave & 104th St,41.704587102,-87.681203485
825,Altgeld Gardens,41.65666553,-87.59880065899999
826,Western Ave & 111th St,41.691211035,-87.68129736200001
827,Jefferson St & Monroe St,41.880329634,-87.64274597200001
828,Ada St & 113th St,41.687561623,-87.655475736
829,Lawndale Ave & 111th St,41.691319191999995,-87.71288573700001
830,Bradley Park,41.717878301999995,-87.564591765
831,Hegewisch Metra Station,41.648500763,-87.546089888
832,Commercial Ave & 100th St,41.713317395,-87.551097572
833,Kedzie Ave & 110th St,41.692394746,-87.700960636
834,Chicago State University,41.718963422,-87.608295679
835,Calumet Park,41.71370983,-87.530844212
836,Kingsbury St & Erie St,41.893808056,-87.641697228
837,Loomis St & 89th St,41.732379753000004,-87.658069432
838,Yates Blvd & 93rd St,41.72616639,-87.566276193
839,Doty Ave & 111th St,41.695010449,-87.598714828
840,Olive Harvey College,41.709581135,-87.590233684
3,Racine Ave & 19th St,41.856453,-87.656471
4,Wood St & North Ave,41.910329,-87.672516
5,Wood St & Division St,41.90332,-87.67273
6,Loomis St & Taylor St,41.869417,-87.660996
13,McClurg Ct & Illinois St,41.891020000000005,-87.6173
22,Streeter Dr & Illinois St,41.891071000000004,-87.6122
28,Michigan Ave & Congress Pkwy,41.876065600000004,-87.62443336
33,Clark St & Congress Pkwy,41.87593267,-87.63058454
36,Wells St & Erie St,41.893832,-87.63419499999999
38,Halsted St & James M Rochford St,41.865860999999995,-87.646611
41,Marshfield Ave & Cortland St,41.916017,-87.668879
51,State St & 16th St,41.86012138,-87.62772919
55,Lake Shore Dr & Monroe St,41.880958,-87.616743
57,Aberdeen St & Madison St,41.881487,-87.654752
59,Union Ave & Grand Ave,41.891000000000005,-87.645925
63,May St & Randolph St,41.88397,-87.655688
69,Museum Campus,41.865212,-87.61775899999999
71,Lake Shore Dr & Ohio St,41.89257,-87.614492
75,900 W Harrison,41.874675,-87.650019
76,State St & Erie St,41.893975,-87.628623
80,Sheffield Ave & Addison St,41.94688,-87.65445
86,Wentworth Ave & Archer Ave,41.854564,-87.631937
97,Wentworth Ave & 24th St,41.849237,-87.631715
116,Lake Shore Dr & Wellington Ave,41.936669,-87.636794
136,MLK Jr Dr & Oakwood Blvd,41.822559999999996,-87.61615
138,Damen Ave & Augusta Blvd,41.899714,-87.677234
151,Halsted St & Madison St,41.88175,-87.6478
161,Ashland Ave & 21st St,41.853809999999996,-87.665897
164,St Clair St & Erie St,41.894448,-87.622663
170,May St & Fulton St,41.886773,-87.656001
173,Hampden Ct & Diversey Pkwy,41.93262,-87.642385
189,Ravenswood Ave & Montrose Ave,41.961615,-87.67436500000001
194,Lincoln Ave & Leavitt St,41.962391,-87.684146
198,Shore Drive & 55th St,41.795212,-87.580715
204,Clifton Ave & Lawrence Ave,41.968872999999995,-87.658857
210,California Ave & Francis Pl,41.91855,-87.69723
218,Lake Shore Dr & North Blvd,41.911722,-87.626804
226,Wallace Ave & 35th St,41.830628999999995,-87.64129
233,Wood St & Grand Ave,41.89113,-87.67203
234,Franklin St & Quincy St,41.878724,-87.634793
235,Franklin St & Arcade Pl,41.881469,-87.635177
241,Broadway & Wilson Ave,41.965485,-87.657238
252,Halsted St & Waveland Ave,41.949375,-87.649626
263,Leavitt St & Hirsch St,41.906717,-87.68277900000001
265,Wood St & Taylor St,41.869153999999995,-87.67104499999999
269,Wabash Ave & 8th St,41.871961999999996,-87.62610600000001
277,Lake Shore Dr & Diversey Pkwy,41.932684,-87.63625
279,Halsted St & Blackhawk St,41.90854,-87.64856800000001
280,Halsted St & Diversey Pkwy,41.933341,-87.648747
282,Lake Shore Dr & Belmont Ave,41.940775,-87.63919200000001
0,Michigan Ave & Balbo Ave,41.872293,-87.624091
77,Financial Pl & Congress Pkwy,41.87500913,-87.63310582
250,Michigan Ave & 16th St,41.860203999999996,-87.623355
342,California Ave & Augusta Blvd,41.89935755,-87.69643947
351,Ashland Ave & Harrison St,41.87429061,-87.66724564
355,Halsted St & 63rd St,41.77938114,-87.64462081
362,Saginaw Ave & Exchange Ave,41.75874584,-87.56011478
367,Princeton Ave & 31st St,41.83802029,-87.63400933
371,Union Ave & 42nd St,41.81763809,-87.64356503
377,Princeton Ave & China Pl,41.85366109,-87.63513546
380,Cornell Ave & Hyde Park B lvd,41.802406,-87.586924
399,California Ave & Roosevelt Rd,41.86662911,-87.69559599
400,Washtenaw Ave & 15th St,41.86148,-87.693374
403,Lawndale Ave & 23rd St,41.84988195,-87.71700039
409,Western Ave & 28th St,41.84151771,-87.68513144
422,Lakefront Trail & Bryn Mawr Ave,41.984036700000004,-87.65231047
425,Ravenswood Ave & Balmoral Ave,41.97977022,-87.67581473
442,Kedzie Ave & Montrose Ave,41.96198976,-87.70816838
445,Keeler Ave & Irving Park Rd,41.95384975,-87.73237045
450,Pulaksi Rd & Eddy St,41.94563644,-87.72773681
465,Drake Ave & Fullerton Ave,41.92439882,-87.71544104
15,Ashland Ave & 69th St,41.768726,-87.664069
139,Damen Ave & 61st St,41.783681,-87.67410100000001
149,Damen Ave & Garfield Blvd,41.794587,-87.674254
171,DuSable Harbor,41.885042,-87.61279499999999
228,Humboldt Dr & Luis Munoz Marin Dr,41.900146,-87.70288199999999
311,Mason Ave & Madison St,41.879979999999996,-87.773264
351,Normal Ave & 72nd St,41.763462,-87.637297
372,Pulaski Rd & Eddy St,41.945636,-87.727737
374,Pulaski Rd & Madison St,41.880827000000004,-87.726279
486,Orleans St & Ohio St,41.892154,-87.636928
524,Cuyler Ave & Augusta St,41.898168,-87.783055
525,East Ave & Garfield St,41.871311999999996,-87.788938
526,East Ave & Madison St,41.880113,-87.789247
527,Forest Ave & Lake St,41.888909999999996,-87.800255
528,Humphrey Ave & Ontario St,41.890491,-87.776842
529,Lombard Ave & Garfield St,41.87055,-87.77919
530,Lombard Ave & Madison St,41.87981,-87.779425
531,Marion St & South Blvd,41.88681,-87.80287
532,Oak Park Ave & Harrison St,41.872987,-87.793945
533,Oak Park Ave & South Blvd,41.886922999999996,-87.793899
534,Wisconsin Ave & Madison St,41.879837,-87.80224
7,Albany (Kedzie) Ave & Montrose Ave,41.961040999999994,-87.705866
79,Canal St & Monroe St (*),41.880884,-87.639525
93,Chappel Ave & 79th St,41.751802000000005,-87.574845
134,Clinton St & Polk St (*),41.87146652,-87.64094913
213,Forest Ave & Chicago Ave,41.894071000000004,-87.80036700000001
233,Halsted St & 35th St (*),41.830661,-87.647172
242,Halsted St & Blackhawk St (*),41.908537,-87.648627
338,Loomis St & Taylor St (*),41.869417,-87.660996
374,MLK Jr Dr & 56th St (*),41.79342946,-87.61585326
399,Orleans St & Elm St (*),41.902924,-87.637715
409,Phillips Ave & 82nd St,41.746334000000004,-87.564725
436,Ravenswood Ave & Montrose Ave (*),41.961615,-87.67436500000001
441,Ridgeland Ave & Lake St,41.888085,-87.785236
449,Sangamon St & Washington Blvd (*),41.883004,-87.65114799999999
538,Washtenaw Ave & 15th St (*),41.86148,-87.693374
4,Aberdeen St & Madison (Monroe) St,41.881567,-87.655056
374,Oakley Ave & Roscoe St,41.942916,-87.685801
414,Racine Ave (May St) & Fulton St,41.886926,-87.65691899999999
49,LaSalle (Wells) St & Huron St,41.894882,-87.632326
401,Washtenaw Ave & Ogden Ave (*),41.861894,-87.693511
533,Eberhart (Vernon) Ave & 79th St,41.751345,-87.61256800000001
572,Wisconsin Ave & Madison St (Temp),41.879902,-87.803911
582,Dearborn St & Van Buren St (*),41.876267999999996,-87.62915500000001
583,Chicago Ave & Dempster St,42.041691,-87.680687
